pool_address,block_number,block_time,tx_hash,qty0,qty1
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3895034e+07,2023-02-12 15:57:29.000 UTC,0xe5023c3bd1b5b801e6a5f08941222181684b6793d28e82be4a1c6d8c73c3a81f,425735473486985,723675
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3898823e+07,2023-02-12 16:21:29.000 UTC,0x79dd61caba3097047f74958e6bb0ce95132f8f653cedb84959f6e3717712ca7b,548924819400817,935170
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3900711e+07,2023-02-12 16:33:20.000 UTC,0x72f6e2f7f2448e499fdaf2ce286aca214e4ca3f044e2bc3e3a5dcaa6b4e76dae,0,0
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3900711e+07,2023-02-12 16:33:20.000 UTC,0x72f6e2f7f2448e499fdaf2ce286aca214e4ca3f044e2bc3e3a5dcaa6b4e76dae,215658212436766,367531
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.390512e+07,2023-02-12 17:01:44.000 UTC,0x3f03a7ccb0ccf7cc2efdf4fc00d9f3be001caf491b36aecbf2d02fb5fcad7d8e,11922741693701,20381
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3905782e+07,2023-02-12 17:07:03.000 UTC,0xe2e9a06fb6e092793956fcdd377a48cac11697adbaeac2be68a02de4a15b905c,179798217883134,307457
0x64cfb034b5f0366329df47bf110fa1409278f3b4,7.3906242e+07,2023-02-12 17:11:41.000 UTC,0xcf532f85f0239b08ce4f5551dbf62406b67569659f1725e47698f2e5e9f2764c,1454519,1454858735675719084
0x5047a457901c03afe24da1ccbfde1c767dcd071f,7.3908385e+07,2023-02-12 17:27:07.000 UTC,0x52a6b039bce97cd3072dd9ee85e5983690b2f9d845bdd0e3bcc5c0ee7d22539a,899484090154739920,741207232488042624
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3911083e+07,2023-02-12 17:48:47.000 UTC,0x2dca6d71c646aa7312a7fbaa6afa1dec36c4ed8e19e3f55a313318a1cf705ecc,699532508661288,1194265
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3916494e+07,2023-02-12 18:30:08.000 UTC,0x3a724800145cf46a9a751a7a4a48c96260d17fa2f5e0e2cea1a065b2e495a138,656027078772823,1118435
